organization_name,organization_url,category,num_projects,irc_channel,contact_email,technologies,topics,project_title,project_short_description,project_description,student_name,project_code_url,project_url
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Plasma Mobile - Akonadi Calendar,"While KDE Plasma on the desktop has robust calendar, tasks and journal management capabilities thanks to KOrganizer, Plasma Mobile currently lacks...","<p>While KDE Plasma on the desktop has robust calendar, tasks and journal management capabilities thanks to KOrganizer, Plasma Mobile currently lacks such capabilities. Existing applications are hampered by an absence of Akonadi integration, which would allow users to synchronise their data across applications in Plasma.</p>
<p>The reason for this is that there is currently no existing Kirigami/QML implementation of a calendar that integrates with Akonadi. Carl Schwan recently began developing a proof-of-concept Kirigami ‘Kalendar’ application that supports a detailed month view and works with Akonadi calendars, but that is currently a work-in-progress project.</p>
<p>This proposal puts forward a plan for improvements to this existing proof of concept that would help implement a fully-featured convergent calendar application for Plasma Mobile. This application would allow the user to view, create, modify, and delete calendar events with full Akonadi integration. This will be made possible by creating components written in QML and Kirigami that should allow for the creation of a visually-attractive and intuitive calendar view components that could be used in any Kirigami application.</p>
",Claudio Cambra,https://community.kde.org/GSoC/2021/StatusReports/ClauCambra,https://summerofcode.withgoogle.com/archive/2021/projects/5123523701374976/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Implementing an efficient algorithm for smarter boolean operations on vector shapes,"In Krita, performing boolean operations on vector shapes leads to a large number of unnecessary nodes. This happens because Qt lacks a proper...","<p>In Krita, performing boolean operations on vector shapes leads to a large number of unnecessary nodes. This happens because Qt lacks a proper algorithm to find the intersection point of two Bezier curves. I plan on implementing a numerically stable as well as efficient algorithm to find the intersections of two Bezier curves, and then proceed to create a routine using the new intersection algorithm for performing set operations like intersection, union on vector shapes.</p>
",Tanmay Chavan,https://community.kde.org/GSoC/2021/StatusReports/TanmayChavan,https://summerofcode.withgoogle.com/archive/2021/projects/5579183928901632/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Faces engine Improvements,DigiKam is a famous open source photo management software. Face engine is a tool helping users recognize and label faces in photos. Following the...,"<p>DigiKam is a famous open source photo management software. Face engine is a tool helping users recognize and label faces in photos. Following the advance of Deep Learning, digiKam development team has been working on the Deep Learning implementation of Faces engine since 2018.  During the past few years, with the huge effort of digiKam developers and the great support from users, the Faces engine has been improved gradually.</p>
<p>However, the Faces engine still has some issues that were not yet eliminated. For example, in the core algorithm, we still get many false positives because the faces engine tries to include all the faces to the known range of labels. In the face pipeline, a lot of implicit memory conversion between QImage, DImg and OpenCV Mat, which for some reasons, adds noise to the images.</p>
<p>Therefore, for this 2021 Google Summer of Code, we are going to improve the  detection/recognition performance with outlier faces suppression (i.e. new faces should not be counted as untagged faces), the ability to work on large datasets, and an ease-of-use face workflow improvement.</p>
",Nghia Duong,https://invent.kde.org/graphics/digikam/-/tree/gsoc21-faces-engine,https://summerofcode.withgoogle.com/archive/2021/projects/6512493744095232/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Alligator : Podcast Support,This project aims to add podcast support to Alligator. Alligator is a RSS feed reader and that makes it an ideal software for adding podcast support...,"<p>This project aims to add podcast support to Alligator. Alligator is a RSS feed reader and that makes it an ideal software for adding podcast support since both use a similar protocol. The integration will also allow users to search for new podcasts and a playlist support to queue them. The project also aims to provide integration with the Linux ecosystem using MPRIS and also to other platforms such as Android and Windows. With over 65% of listeners tuning into podcasts from portable devices the project will bring flexible improvements to the app UI focused on mobile devices while exploiting QtQuick’s support in designing convergent applications that conform the UI without increasing cognitive load on the user and provide an excellent overall experience.</p>
",Swapnil Tripathi,https://community.kde.org/GSoC/2021/StatusReports/Swapnil,https://summerofcode.withgoogle.com/archive/2021/projects/6560176739450880/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Port digiKam to Qt6 on Linux,"digiKam 7.2 as of now, is fully compatible with Qt 5.15.2 on all major platforms. Qt6 has been released recently. Given that Qt5 and Qt6 are 8 years...","<p>digiKam 7.2 as of now, is fully compatible with Qt 5.15.2 on all major platforms. Qt6 has been released recently. Given that Qt5 and Qt6 are 8 years apart, the way of doing things has changed and complies with the C++17 standard. This project is aimed at preparing the digiKam project to be ported and released with Qt6 on Linux. Implementations that rely on deprecated, removed, improved APIs will be ported with a lot of regression testing.</p>
<p>The AppImage is known to be broken as it doesn’t support internationalization, or proper ICU support. ICU works fine on other sources for digiKam like flatpak and native binaries. This issue will be fixed by porting the AppImage builder scripts to use Qt 5.15.2 with KDE Patches collection (Not for the moment) which was recently announced (<a href=""https://dot.kde.org/2021/04/06/announcing-kdes-qt-5-patch-collection"" target=""_blank"">https://dot.kde.org/2021/04/06/announcing-kdes-qt-5-patch-collection</a>). New scripts will be implemented to build the AppImage with Qt6 in future.</p>
",Anjani Kumar,https://community.kde.org/GSoC/2021/StatusReports/AnjaniKumar,https://summerofcode.withgoogle.com/archive/2021/projects/6116725258452992/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Collective Operations over multiple layers/groups in Krita,Krita is an open source digital painting platform used by professionals. Artists usually work with multiple layers for a single element in their work...,"<p>Krita is an open source digital painting platform used by professionals. Artists usually work with multiple layers for a single element in their work (like lineart, colors). So there are cases when they want to apply similar operations over multiple layers. Having KDE's Krita the ability to process these types of operations gives a heavy advantage to it's users.</p>
<p>Goal of this project is to provide Krita, the ability to apply operations on multiple layers/groups in a single key-stroke.</p>
",Santhosh Anguluri,https://community.kde.org/GSoC/2021/StatusReports/SanthoshAnguluri,https://summerofcode.withgoogle.com/archive/2021/projects/5967948631506944/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",KStars DSO Overhaul,Revision of the backend of deep sky object (DSO) catalogs and custom catalogs in regard to performance and support for (basic) cross-referencing....,"<ul>
<li>Revision of the backend of deep sky object (DSO) catalogs and custom catalogs in regard to performance and support for (basic) cross-referencing.</li>
<li>Development of tooling for the creation of custom catalogs and thorough documentation of this tooling.</li>
</ul>
",Valentin Boettcher,https://invent.kde.org/education/kstars/-/wikis/GSOC-2021:-Work-Product,https://summerofcode.withgoogle.com/archive/2021/projects/5128799867371520/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",digiKam Image Quality Sorter algorithms improvement,"Image Quality sorter is a tool of digiKam. It helps users to label image bt accepted or pending or rejected. However, the current implementation does...","<p>Image Quality sorter is a tool of digiKam. It helps users to label image bt accepted or pending or rejected. However, the current implementation does not have a good performance. My proposal provides my perspective to improve this functionality.</p>
",Phuoc-Khanh LE,https://community.kde.org/index.php?title=GSoC/2021/StatusReports/PhuocKhanhLE,https://summerofcode.withgoogle.com/archive/2021/projects/5139632848633856/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Okular: Improve Custom/Image Stamp Annotation Handling,"Okular doesn't fully support stamp annotation representation resulting in sometimes rendering the same stamp icon couple times on the screen, or not...","<p>Okular doesn't fully support stamp annotation representation resulting in sometimes rendering the same stamp icon couple times on the screen, or not being able to save custom stamps. This is due to Poppler, the backend rendering library, doesn't know how to save stamp icons or read standard stamp icons without AP streams. So, the scope of this project is to provide a way by which Poppler be able to render files with standard stamp icons without AP streams, as well as knowing how to save custom stamp images to a PDF files so other readers can render it as well. This will involve modifying the Qt wrapper as well, and modifying Okular so that it'll fully depend on Poppler's rendering other than rendering icons itself.</p>
",Mahmoud Khalil,https://ma-khalil.github.io/Adding-Custom-Stamps-Support-To-Okular/,https://summerofcode.withgoogle.com/archive/2021/projects/5143288469782528/
KDE Community,https://www.kde.org,End user applications,15,https://webchat.kde.org/,mailto:kde-community@kde.org,"opengl, c++, qt, qml, data structures","education, science, art",Adding new activities to GCompris,"During Google Summer of Code 2021, I would like to work on four new activities:
1- Mouse control action activity: its goal is to provide audio-visual...","<p>During Google Summer of Code 2021, I would like to work on four new activities:<br>
1- Mouse control action activity: its goal is to provide audio-visual feedback in a relatively meaningful way when using the mouse to help in discovering its usage for a young kid.<br>
2- Addition decimal activity: its goal is to learn addition for decimal numbers.<br>
3- Subtraction decimal activity: its goal is to learn subtraction for decimal numbers.<br>
4- Programming maze loop activity: its goal is to teach the flow of For loops and While loops.<br>
In the proposal, I have provided an implementation plan and design for each activity.</p>
",Mariam Fahmy,https://community.kde.org/GSoC/2021/StatusReports/MariamFahmy,https://summerofcode.withgoogle.com/archive/2021/projects/5199894997893120/
Kiwix,https://www.kiwix.org,Other,3,https://join.slack.com/t/kiwixoffline/shared_invite/enQtOTUyMTg4NzMxMTM4LTU0MzYyZDliYjdmMDYzYWMzNDA0MDc4MWE5OGM0ODFhYjAxNWIxMjVjZTU4MTkyODJlZWFkMmQ2YTZkYTUzZDY,mailto:contact@kiwix.org,"python, c/c++, nodejs, kotlin, typescript",offline access,Improve suggestion and full-text search features in Kiwix,Search is a fundamental operation performed by Kiwix that helps users to find the content they want in a quick and efficient manner. Though it is...,"<p>Search is a fundamental operation performed by Kiwix that helps users to find the content they want in a quick and efficient manner. Though it is highly functional right now with many more enhancements coming in libzim7, there are still some missing features and room for improvement. Namely:</p>
<ul>
<li>Drop wrapper structures from kiwix for performance and usability enhancements</li>
<li>Improve relevant suggestion results and their snippets by optimizing Xapian implementation</li>
<li>Introduce a versatile suggestion API that is able to work even in the absence of a Xapian index</li>
<li>Make suggestion handling more stable in kiwix-serve and other sub-projects</li>
</ul>
<p>The project addresses these issues such that kiwix users can have an overall improved search experience.</p>
",Maneesh P M,https://gist.github.com/maneeshpm/f2a63bde56198957877268a6253d2cb2,https://summerofcode.withgoogle.com/archive/2021/projects/5448608467386368/
Kiwix,https://www.kiwix.org,Other,3,https://join.slack.com/t/kiwixoffline/shared_invite/enQtOTUyMTg4NzMxMTM4LTU0MzYyZDliYjdmMDYzYWMzNDA0MDc4MWE5OGM0ODFhYjAxNWIxMjVjZTU4MTkyODJlZWFkMmQ2YTZkYTUzZDY,mailto:contact@kiwix.org,"python, c/c++, nodejs, kotlin, typescript",offline access,New library catalogue UI for Kiwix-serve,This project is about improving the UI/UX experience of kiwix-serve which is used to host library.kiwix.org and other local servers for hosting zim...,"<p>This project is about improving the UI/UX experience of kiwix-serve which is used to host library.kiwix.org and other local servers for hosting zim files. My main focus on this project will be to build a better search and presentation experience for users.</p>
",Manan Jethwani,https://mananjethwani.github.io/GSoC-2021-New-Library-Catalogue-UI-for-kiwix-serve/,https://summerofcode.withgoogle.com/archive/2021/projects/5181355436015616/
Kiwix,https://www.kiwix.org,Other,3,https://join.slack.com/t/kiwixoffline/shared_invite/enQtOTUyMTg4NzMxMTM4LTU0MzYyZDliYjdmMDYzYWMzNDA0MDc4MWE5OGM0ODFhYjAxNWIxMjVjZTU4MTkyODJlZWFkMmQ2YTZkYTUzZDY,mailto:contact@kiwix.org,"python, c/c++, nodejs, kotlin, typescript",offline access,WP1 Selection,Develop new modules to build list and Improve/extend selection base solution infrastructure for WP1.,"<p>Develop new modules to build list and Improve/extend selection base solution infrastructure for WP1.</p>
",Mahak Porwal,https://gist.github.com/mahakporwal02/5f81e57ba0de7176097a36156cb770f7,https://summerofcode.withgoogle.com/archive/2021/projects/5191080181497856/
Kodi,https://kodi.tv/,End user applications,2,https://kodi.wiki/view/Kodi_related_projects_and_sites,mailto:contact@kodi.tv,"python, opengl, c++, ffmpeg, sqlite","games, audio, video, media",Achievement in RetroPlayer,"This project aims to add a feature of native Achievements in Kodi's RetroPlayer using Kodi's UI system. After addition of this feature, users can...","<p>This project aims to add a feature of native Achievements in Kodi's RetroPlayer using Kodi's UI system. After addition of this feature, users can view their achievements while playing any game. Uses will get a notification regarding unlocking achievement and their account in Retoachievements will also have this information. Since in last year GSoC, a way was added in Kodi for the user to login to their RetroAchivements account, so I will use it and fetch achievements data from RetroAchivements. One more point would be to show achievements only to those users are are interested in it means we will add it as an option, those who will be interested can enable achievements.</p>
",Shardul Semwal,https://medium.com/@semwalshardul/google-summer-of-code21-final-report-faa6fec2a862,https://summerofcode.withgoogle.com/archive/2021/projects/5719506852249600/
Kodi,https://kodi.tv/,End user applications,2,https://kodi.wiki/view/Kodi_related_projects_and_sites,mailto:contact@kodi.tv,"python, opengl, c++, ffmpeg, sqlite","games, audio, video, media",Finish the new web interface,The web interface of Kodi was originally written in Coffeescript and had to be re-written in Elm for maintenance purposes. Till now a basic layout of...,"<p>The web interface of Kodi was originally written in Coffeescript and had to be re-written in Elm for maintenance purposes. Till now a basic layout of the web interface has been made and adding some features and styling is left. With this project we aim to complete the Elm-Chorus web interface by adding the remaining features from Chorus-2 and also adding some additional features and design along the way.</p>
",Priyanshu Jain,https://gist.github.com/priyanshu0405/0923ce91c99985da2c5a82136d9495f6,https://summerofcode.withgoogle.com/archive/2021/projects/6200100740661248/
LabLua,http://www.lua.inf.puc-rio.br,Programming languages,4,,,"lua, céu, kernel","scripting languages, reactive languages",Lua scripted watchpoints in LLDB,Enable users to attach a script or Lua function to a watchpoint and execute it when the program flow hits it in LLDB and improve the whole...,"<p>Enable users to attach a script or Lua function to a watchpoint and execute it when the program flow hits it in LLDB and improve the whole documentation for Lua scripting in LLDB.</p>
",Shichu Yang,https://gsoc2021.sigeryeung.tk,https://summerofcode.withgoogle.com/archive/2021/projects/5541855462162432/
LabLua,http://www.lua.inf.puc-rio.br,Programming languages,4,,,"lua, céu, kernel","scripting languages, reactive languages",Typed API for LuaRocks,"The goal of this project is to provide typed API for LuaRocks modules, specified using Teal, a typed dialect of Lua, which allows for typed...","<p>The goal of this project is to provide typed API for LuaRocks modules, specified using Teal, a typed dialect of Lua, which allows for typed definition files to be written for untyped Lua modules. Our goal here is not to port all of LuaRocks to Teal, but to provide typed interfaces for Teal or Lua applications, so that users of these interfaces can have a stable contract of the API's inputs and outputs.</p>
",Deepak Singh Rathore,https://github.com/Deepak123bharat/lablua-submission,https://summerofcode.withgoogle.com/archive/2021/projects/6522415386984448/
LabLua,http://www.lua.inf.puc-rio.br,Programming languages,4,,,"lua, céu, kernel","scripting languages, reactive languages",A Lua library for Freechains-P2P,"Freechains Lua API.
This is an API for the Freechains project written in the Lua programming language. The lua-sockets library is used to interface...","<h5>Freechains Lua API.</h5>
<p>This is an API for the Freechains project written in the Lua programming language. The lua-sockets library is used to interface with a daemon which string commands are sent to. This project manages the sockets for you and also provides optional extensions to work with the daemon abstractly without manually writing out strings of commands. This is to allow for concise creation of applications on-top of Freechains, and testing of the Freechains protocol.</p>
",Micah Kendall,https://github.com/micahkendall/freechains-lua,https://summerofcode.withgoogle.com/archive/2021/projects/6287178954440704/
LabLua,http://www.lua.inf.puc-rio.br,Programming languages,4,,,"lua, céu, kernel","scripting languages, reactive languages",Closures in Pallene,"Pallene is a statically typed sister of the Lua programming language.
This proposal aims to add support for Closures in Pallene.
Closures are...","<p>Pallene is a statically typed sister of the Lua programming language.
This proposal aims to add support for Closures in Pallene.</p>
<p>Closures are functions that are capable of capturing variables from outer scopes and retain references to them
even after their scope has been exited. The addition of closures and higher order functions will allow programmers to take a functional approach when authoring libraries and scripts.</p>
",Srijan Paul,https://srijan-paul.github.io/blog/gsoc-2/index.html,https://summerofcode.withgoogle.com/archive/2021/projects/5201931584143360/
Learning Equality,http://learningequality.org/,End user applications,1,,mailto:gsoc-2021@learningequality.org,"python, javascript, django, vue.js","education, distributed databases, offline, learning",Revolutionizing the Tasks API,Kolibri has a Tasks API that runs time consuming tasks asynchronously outside of HTTP request / response cycle hence unblocking the HTTP connection...,"<p>Kolibri has a Tasks API that runs time consuming tasks asynchronously outside of HTTP request / response cycle hence unblocking the HTTP connection for other requests.</p>
<p>The current Tasks API backend has a very poor consumer experience. Adding new tasks require plugin developers to inherit from <code>kolibri.core.tasks.api.BaseTaskAPIViewset</code> class which adds in multiple extra endpoints for handling of this new task.</p>
<p>The current architecture makes it a tiring experience for plugin developers to submit and monitor their custom tasks. It also disturbs the core Tasks API code and has heavily polluted <code>kolibri.core.tasks.api</code> module.</p>
<p>This project <strong>fully revolutionizes</strong> the Tasks API backend.</p>
<p>This project aims to make it super straightforward for plugin developers to submit, monitor and manage custom asynchronous tasks with a simplified backend architecture.</p>
<p>The result is:</p>
<ul>
<li>Plugin developers can submit any custom task by POSTing to just one endpoint. </li>
<li>Plugin developers can manage and monitor their tasks via specific and consistent endpoints.</li>
</ul>
<p>And most importantly, this makes the Tasks API super duper easy to work with.</p>
",Vivek Agrawal,https://blog.learningequality.org/contributions-to-kolibri-for-google-summer-of-code-2021-aeac44634c64,https://summerofcode.withgoogle.com/archive/2021/projects/4823549662986240/
libcamera,https://libcamera.org,Media,2,https://libcamera.org/contributing.html,mailto:paul.elder@ideasonboard.com,"c/c++, linux kernel, qt5, gstreamer, v4l2","camera, image processing",Multistream support in GStreamer element,"The GStreamer libcamera element allows libcamera to be used in GStreamer pipelines. libcamera supports simultaneous streaming, for example having...","<p>The GStreamer libcamera element allows libcamera to be used in GStreamer pipelines. libcamera supports simultaneous streaming, for example having lower quality one stream for preview, while another higher quality one is used for recording. We would like to extend support for the GStreamer libcamera element to support this multistreaming.</p>
",Vedant Paranjape,https://github.com/VedantParanjape/gsoc2021/wiki,https://summerofcode.withgoogle.com/archive/2021/projects/5663092121272320/
libcamera,https://libcamera.org,Media,2,https://libcamera.org/contributing.html,mailto:paul.elder@ideasonboard.com,"c/c++, linux kernel, qt5, gstreamer, v4l2","camera, image processing",A Software ISP Implementation with OpenCL,Camera imaging pipeline is typically embedded in a camera hardware making it difficult to customize the imaging algorithm for developers.The project...,"<p>Camera imaging pipeline is typically embedded in a camera hardware making it difficult to customize the imaging algorithm for developers.The project is aimed to develop a software camera pipeline within the libcamera framework, which also includes the GPU/SIMD acceleration.</p>
",Siyuan Fan,https://starkfan007.github.io/Gsoc-summit-work/,https://summerofcode.withgoogle.com/archive/2021/projects/6288332924911616/
Libre Space Foundation,https://libre.space,Science and medicine,3,https://libre.space/community,mailto:info@libre.space,"python, django, machine learning, sdr, embedded systems","space applications, satellite data, orbital dynamics, space standards",Expand Events Detection,"With the increasing number of satellites launched into space, orbital congestion is escalating ever-more rapidly. This eventually increases the...","<p>With the increasing number of satellites launched into space, orbital congestion is escalating ever-more rapidly. This eventually increases the probability of a variety of space events where some might be catastrophic while others serve as a source of beneficial information of scientific interest. As a result, it would be advantageous to detect such contingencies. The potentially harmful ones like orbital collisions can be prevented, and others would allow us to extract meaningful insights about the satellite dynamics. This would ultimately assist in devising optimal orbital design and maintenance strategies.</p>
<p>The proposed project aims to add event detectors by implementing raw orbital algorithms allowing for increased efficiency and enhanced functionality and configuring them in high-level API. This would ensure swift processing of computationally intensive algorithms while simultaneously allowing to render an easy-to-use API to the user. Consequently, it would allow us to promptly recognize various intricate orbital mechanisms and formulate effective policies based on the outcomes.</p>
",Yash Gondhalekar,https://www.poliastro.space/blog/2021/08/22/conclusion-gsoc21/,https://summerofcode.withgoogle.com/archive/2021/projects/6475891361710080/
Libre Space Foundation,https://libre.space,Science and medicine,3,https://libre.space/community,mailto:info@libre.space,"python, django, machine learning, sdr, embedded systems","space applications, satellite data, orbital dynamics, space standards",SatNOGS TX capabilities,Improve the TX capabilities of SatNOGS using Gnu Radio and C++,"<p>Improve the TX capabilities of SatNOGS using Gnu Radio and C++</p>
",Michail Raptakis,https://hackmd.io/@mraptakis/ByXwVGKeK,https://summerofcode.withgoogle.com/archive/2021/projects/5739593172779008/
Libre Space Foundation,https://libre.space,Science and medicine,3,https://libre.space/community,mailto:info@libre.space,"python, django, machine learning, sdr, embedded systems","space applications, satellite data, orbital dynamics, space standards",Polaris: Produce rich analysis reports,This project aims to make a tool to use results of Betsi and anomaly detectors to generate customisable and rich analysis Reports and make...,"<p>This project aims to make a tool to use results of Betsi and anomaly detectors to generate customisable and rich analysis Reports and make interactive graphs that can be exported in multiple formats.</p>
",ayush_bansal,https://ayu023ban.medium.com/gsoc-2021-polaris-web-reports-a9f7a5f95939,https://summerofcode.withgoogle.com/archive/2021/projects/4878682815987712/
LibreCube Initiative,https://librecube.org/,Science and medicine,2,,mailto:info@librecube.org,"python, micropython, zmq, mbed","space, cubesat, mission control",CCSDS Space Packet / USLDP Transport Layer for Python and MicroPython,The SPP and USDLP are the CCSDS recommended protocols used to efficiently transfer space application data through different space-links such as...,"<p>The SPP and USDLP are the CCSDS recommended protocols used to efficiently transfer space application data through different space-links such as ground-to-space, space-to-ground, space-to-space, or on-board communication links.
As of now there are very limited available implementations of SPP and USDLP. Implementing these protocols will be of great help to amateurs and students who find it difficult to get their hands on an open source solution with community support.</p>
",Sidharth Shambu,https://shambu2k.bearblog.dev/gsoc-21-librecube/,https://summerofcode.withgoogle.com/archive/2021/projects/5740295097942016/
LibreCube Initiative,https://librecube.org/,Science and medicine,2,,mailto:info@librecube.org,"python, micropython, zmq, mbed","space, cubesat, mission control",CCSDS File Delivery Protocol in MicroPython,"CCSDS  File  Delivery  Protocol  (CFDP)  is a  file transfer protocol for use in space,  e.g., between  Earth and spacecraft in  Earth orbit or...","<p>CCSDS  File  Delivery  Protocol  (CFDP)  is a  file transfer protocol for use in space,  e.g., between  Earth and spacecraft in  Earth orbit or between Earth and spacecraft on interplanetary missions. The  CCSDS  File  Delivery  Protocol (CFDP)  has been implemented in  Python by  LibreCube.   This project aims to make the existing setup OS independent and make it compatible with micropython and extend its utilities as a ready-to-use space software. It will be demonstrated using the pyboard as the server and using UDP transport over WiFi. This project will also include extending the capabilities of the current system and testing the system exhaustively. The CFDP  GUI  application made by LibreCube shall be used for this and extended/modified as needed.</p>
",Shayan Majumder,https://medium.com/@shayan.majumder2/implementing-ccsds-file-delivery-protocol-cfdp-in-micropython-for-gsoc-2021-67fdb3100a78,https://summerofcode.withgoogle.com/archive/2021/projects/4978825582084096/
LibreHealth,https://librehealth.io,Science and medicine,5,https://chat.librehealth.io,,"python, javascript, android, java, php","web, deep learning, radiology, mobile apps",Develop an Android application for newborn clinical decision support,"The Essential Care for Every Baby (ECEB) is an educational and training program, developed by the American Academy of Pediatrics, provides knowledge,...","<p>The Essential Care for Every Baby (ECEB) is an educational and training program, developed by the American Academy of Pediatrics, provides knowledge, skills, and competencies to nurses and doctors in low/middle-income settings so that they can provide life-saving care to newborns from birth through 24 hours postnatal.</p>
<p>The aim of this project is to develop an Android mobile application, the ECEB Digital Action Plan, that is purposely built to provide clinical decision-support for nurses and doctors delivering essential newborn care interventions during the first day of life.</p>
<p>This project aims to develop an ECEB Android Application with the following features-</p>
<ol>
<li>Time-stamping births to generate an essential newborn care clock for babies. </li>
<li>Ability to track multiple babies at a time. </li>
<li>Automated classification of babies health status, based on results from observations and assessments.</li>
<li>Automated advice on the management of babies, based on their classification. </li>
<li>Reminders/alerts to provide recommended essential newborn care interventions. </li>
<li>If particular interventions are not delivered on time then the capture of information regarding why this essential 
 newborn care was late or missed.</li>
</ol>
",BHAVESH SHARMA,https://gist.github.com/bhavesh3005sharma/59f32064f727bef967a1a05cdd15c4fc,https://summerofcode.withgoogle.com/archive/2021/projects/6164666052509696/
LibreHealth,https://librehealth.io,Science and medicine,5,https://chat.librehealth.io,,"python, javascript, android, java, php","web, deep learning, radiology, mobile apps",Create web components for FHIR Resources,"Overall, the project is divided into two parts:

Refactoring and creating new custom components that implement FHIR resources using the lit library....","<p>Overall, the project is divided into two parts:</p>
<ul>
<li>Refactoring and creating new custom components that implement FHIR resources using the <code>lit</code> library.</li>
<li>Developing a demo EHR application that implements the most common workflows using the created web components.</li>
</ul>
<p>An EHR is a digital real-time, patient-centered record that makes information available instantly and securely to authorized users. This involves a lot of data and information transfer requiring a standard data model for improving interoperability which is given by FHIR (Fast Healthcare Interoperability Resources) Specification.</p>
<p>In the previous versions of GSoC this project was primarily based on creating web components for the FHIR resources with a goal to simplify the making of an EHR. For this year primary focus will be on refactoring and improving the components by implementing a demo EHR system utilising the FHIR components that will be created to be used together along with the components that are already present.</p>
",Shashwat,https://gist.github.com/geforce6t/93b02ec14ef2c5613500049717d0f5cd,https://summerofcode.withgoogle.com/archive/2021/projects/4993046889889792/
LibreHealth,https://librehealth.io,Science and medicine,5,https://chat.librehealth.io,,"python, javascript, android, java, php","web, deep learning, radiology, mobile apps",Neural network-based object detection of anatomical structures and medical artifacts in Virtual Reality,"In Most of the medical procedures like surgery or in interventional radiology, the procedures are recorded as video. Common artefacts observed in...","<p>In Most of the medical procedures like surgery or in interventional radiology, the procedures are recorded as video. Common artefacts observed in them are anatomical structures like organs and tissue. Apart from these there is patient data present as overlay. Using deep learning we can add labels to the data in order to predict the nature of these anatomical structures
By adding a deep learning anatomical structure classification pipeline to a VR environment would help training of apprentices much better than present ways.</p>
",Shivaditya Shivganesh,https://gitlab.com/sshivaditya/lh-radiology-nn-vr-detection,https://summerofcode.withgoogle.com/archive/2021/projects/4903582452678656/
LibreHealth,https://librehealth.io,Science and medicine,5,https://chat.librehealth.io,,"python, javascript, android, java, php","web, deep learning, radiology, mobile apps",Develop an Android Mobile Application For Newborn Clinical Decision Support,To develop an Android & IOS application to provide clinical decision-support for nurses and doctors delivering essential newborn care interventions...,"<p>To develop an Android &amp; IOS application to provide clinical decision-support for nurses and doctors delivering essential newborn care interventions during the first day of life. This application provides knowledge, skills, and competencies to nurses and doctors in low/middle-income settings so that they can provide life-saving care to newborns from birth through 24 hours postnatal. App uses DHIS2 as backend &amp; can be setup for any hospital/organization</p>
<p>The Goals of this project are</p>
<ol>
<li>Ability to track multiple babies at a time; </li>
<li>Time-stamping births to generate an essential newborn care clock for each baby being tracked in the app;</li>
<li>Automated classification of babies health status, based on results from observations and assessments that are conducted during the first 2 hours after birth;</li>
<li>Automated advice on management of babies, based on their classification; Reminders/alerts to provide recommended essential newborn care interventions; </li>
<li>If particular interventions are not delivered on time, or at all, capture of information regarding why this essential newborn care was late, or missed</li>
</ol>
",Darshpreet Singh,https://gist.github.com/Darshpreet2000/593f13f7018c9e5cfd7c0893bfff40a5,https://summerofcode.withgoogle.com/archive/2021/projects/6007050013769728/
LibreHealth,https://librehealth.io,Science and medicine,5,https://chat.librehealth.io,,"python, javascript, android, java, php","web, deep learning, radiology, mobile apps",Improve LibreHealth Toolkit Cost Of care Flutter Application And Web-App,To improve Librehealth Toolkit cost of care flutter application and web application which can display costs of medical procedures of US hospitals....,"<p>To improve Librehealth Toolkit cost of care flutter application and web application which can display costs of medical procedures of US hospitals. Major improvements will be done like UI improvement, bug fix, testing and new features will be added.And some features will be added to web application which are not implemented yet.</p>
",Mahavir Singh,https://gist.github.com/bishtmanish739/103c72eba915ad2de8b913aad305a025,https://summerofcode.withgoogle.com/archive/2021/projects/5162968043487232/
LibreOffice,https://www.libreoffice.org/,End user applications,7,https://wiki.documentfoundation.org/Website/IRC,mailto:libreoffice@lists.freedesktop.org,"python, java, c++","office suite, desktop application, end user application",100 Paper Cuts,"100 Paper Cuts aims for improving user interface, implementing enhancement requests and solving most-annoying issues on the UX side of LibreOffice.","<p>100 Paper Cuts aims for improving user interface, implementing enhancement requests and solving most-annoying issues on the UX side of LibreOffice.</p>
",Bayram Çiçek,https://bayramcicek.com.tr/libreoffice-dev/2021/08/23/final-report-gsoc.html,https://summerofcode.withgoogle.com/archive/2021/projects/6396163648913408/
